id,categoria,subcategoria,mensaje,intencion_esperada,productos_en_mensaje,notas
69,A_onboarding,pedido,please tengo hambre porfa,pedido,no,comando/intencion global
70,A_onboarding,inicio,menu principal plis,inicio,no,comando/intencion global
71,A_onboarding,reservar,??? mesa para 4 !!,reservar,no,comando/intencion global
72,A_onboarding,reservar,👋 reservar mesa gracias,reservar,no,comando/intencion global
73,A_onboarding,reservar,buenas mesa para 4 !!,reservar,no,comando/intencion global
74,A_onboarding,menu,??? ver el menu,menu,no,comando/intencion global
75,A_onboarding,reservar,please mesa para 4 gracias 677,reservar,no,comando/intencion global
76,A_onboarding,reservar,oye agendar mesa plis,reservar,no,comando/intencion global
77,A_onboarding,cancelar,please cancelar pedido plis,cancelar,no,comando/intencion global
78,A_onboarding,cancelar,ya no quiero el pedido gracias,cancelar,no,comando/intencion global
79,A_onboarding,reservar,mesa para 4 ???,reservar,no,comando/intencion global
80,A_onboarding,saludo,👋 buenas ???,saludo,no,saludo puro
81,A_onboarding,reservar,please quiero reservar,reservar,no,comando/intencion global
82,A_onboarding,saludo,buenas gracias,saludo,no,saludo puro
83,A_onboarding,saludo,buenas tardes plis,saludo,no,saludo puro
84,A_onboarding,pedido,👋 quiero hacer un pedido 738,pedido,no,comando/intencion global
85,A_onboarding,pedido,please ordenar ???,pedido,no,comando/intencion global
86,A_onboarding,reservar,porfa reservar mesa gracias,reservar,no,comando/intencion global
87,A_onboarding,menu,porfa ver la carta ??? 394,menu,no,comando/intencion global
88,A_onboarding,reservar,oye necesito reservar !!,reservar,no,comando/intencion global
89,A_onboarding,saludo,??? hey que tal gracias,saludo,no,saludo puro
90,A_onboarding,menu,please que me recomiendan porfa,menu,no,comando/intencion global
91,A_onboarding,saludo,oye hey que tal ???,saludo,no,saludo puro
92,A_onboarding,menu,oye que hay de comer porfa,menu,no,comando/intencion global
93,A_onboarding,pedido,quiero hacer un pedido ???,pedido,no,comando/intencion global
94,A_onboarding,reservar,porfa reservar mesa ???,reservar,no,comando/intencion global
95,A_onboarding,saludo,please buenos dias plis,saludo,no,saludo puro
96,A_onboarding,menu,oye ver el menu ???,menu,no,comando/intencion global
97,A_onboarding,reservar,reservar mesa,reservar,no,comando/intencion global
98,A_onboarding,menu,que me recomiendan,menu,no,comando/intencion global
99,A_onboarding,menu,que hay de comer gracias 833,menu,no,comando/intencion global
100,A_onboarding,cancelar,porfa ya no quiero el pedido gracias,cancelar,no,comando/intencion global
101,A_onboarding,reservar,👋 mesa para 4 plis,reservar,no,comando/intencion global
102,A_onboarding,pedido,??? hacer pedido !!,pedido,no,comando/intencion global
103,A_onboarding,reservar,??? mesa para 2 personas ???,reservar,no,comando/intencion global
104,A_onboarding,cancelar,??? cancelar pedido gracias,cancelar,no,comando/intencion global
105,A_onboarding,pedido,oye voy a pedir porfa,pedido,no,comando/intencion global
106,A_onboarding,cancelar,??? cancelar pedido !! 11,cancelar,no,comando/intencion global
107,A_onboarding,menu,oye precios gracias,menu,no,comando/intencion global
108,A_onboarding,pedido,please tengo hambre !!,pedido,no,comando/intencion global
109,A_onboarding,pedido,oye ordenar plis,pedido,no,comando/intencion global
110,A_onboarding,saludo,porfa buenas tardes gracias,saludo,no,saludo puro
111,A_onboarding,inicio,volver al inicio porfa,inicio,no,comando/intencion global
112,A_onboarding,reservar,porfa agendar mesa porfa,reservar,no,comando/intencion global
113,A_onboarding,menu,buenas catalogo gracias,menu,no,comando/intencion global
114,A_onboarding,menu,oye catalogo 986,menu,no,comando/intencion global
115,A_onboarding,menu,??? que tienen ???,menu,no,comando/intencion global
116,A_onboarding,cancelar,??? ya no quiero el pedido plis,cancelar,no,comando/intencion global
117,A_onboarding,pedido,buenas quiero ordenar ???,pedido,no,comando/intencion global
118,A_onboarding,reservar,??? quiero reservar !!,reservar,no,comando/intencion global
119,A_onboarding,menu,👋 pasame el menu porfa,menu,no,comando/intencion global
120,A_onboarding,pedido,quiero comer plis,pedido,no,comando/intencion global
121,A_onboarding,cancelar,buenas anular pedido plis,cancelar,no,comando/intencion global
122,A_onboarding,pedido,ordenar plis,pedido,no,comando/intencion global
123,A_onboarding,reservar,👋 mesa para 4,reservar,no,comando/intencion global
124,A_onboarding,reservar,porfa quiero reservar,reservar,no,comando/intencion global
125,A_onboarding,menu,please lista de precios porfa,menu,no,comando/intencion global
126,A_onboarding,pedido,??? me gustaria pedir gracias,pedido,no,comando/intencion global
127,A_onboarding,inicio,buenas empezar de nuevo ??? 67,inicio,no,comando/intencion global
128,A_onboarding,reservar,porfa mesa para 4 gracias,reservar,no,comando/intencion global
129,A_onboarding,menu,catalogo gracias 969,menu,no,comando/intencion global
130,A_onboarding,cancelar,👋 cancelar pedido ???,cancelar,no,comando/intencion global
131,A_onboarding,inicio,empezar de nuevo !!,inicio,no,comando/intencion global
132,A_onboarding,reservar,agendar mesa 996,reservar,no,comando/intencion global
133,A_onboarding,inicio,please inicio plis,inicio,no,comando/intencion global
134,A_onboarding,reservar,oye mesa para 4 ???,reservar,no,comando/intencion global
135,A_onboarding,reservar,oye mesa para 2 personas plis,reservar,no,comando/intencion global
136,A_onboarding,cancelar,anular pedido,cancelar,no,comando/intencion global
137,A_onboarding,inicio,porfa volver al inicio !! 94,inicio,no,comando/intencion global
138,A_onboarding,menu,??? que tienen !!,menu,no,comando/intencion global
139,A_onboarding,inicio,👋 reiniciar,inicio,no,comando/intencion global
140,A_onboarding,saludo,buenas buenas plis,saludo,no,saludo puro
141,A_onboarding,menu,👋 que hay de comer gracias,menu,no,comando/intencion global
142,A_onboarding,reservar,please necesito reservar porfa,reservar,no,comando/intencion global
143,A_onboarding,pedido,quiero comer porfa,pedido,no,comando/intencion global
144,A_onboarding,menu,porfa que me recomiendan,menu,no,comando/intencion global
145,A_onboarding,menu,??? pasame el menu porfa 711,menu,no,comando/intencion global
146,A_onboarding,pedido,buenas quiero hacer un pedido porfa,pedido,no,comando/intencion global
147,A_onboarding,menu,oye muestrame el menu porfa,menu,no,comando/intencion global
148,A_onboarding,reservar,oye mesa para 2 personas,reservar,no,comando/intencion global
149,A_onboarding,saludo,buenos dias ???,saludo,no,saludo puro
150,A_onboarding,reservar,please reservar mesa plis 578,reservar,no,comando/intencion global
151,A_onboarding,pedido,tengo hambre !! 238,pedido,no,comando/intencion global
152,A_onboarding,menu,oye que tienen gracias,menu,no,comando/intencion global
153,A_onboarding,cancelar,buenas ya no quiero el pedido gracias 746,cancelar,no,comando/intencion global
154,A_onboarding,inicio,👋 menu principal plis 465,inicio,no,comando/intencion global
155,A_onboarding,menu,??? pasame el menu ???,menu,no,comando/intencion global
156,A_onboarding,menu,please que me recomiendan ???,menu,no,comando/intencion global
157,A_onboarding,reservar,please agendar mesa !! 553,reservar,no,comando/intencion global
158,A_onboarding,cancelar,porfa cancelar pedido porfa,cancelar,no,comando/intencion global
159,A_onboarding,saludo,buenas buenas tardes ???,saludo,no,saludo puro
160,A_onboarding,reservar,buenas necesito reservar,reservar,no,comando/intencion global
161,A_onboarding,menu,please pasame el menu gracias 198,menu,no,comando/intencion global
162,A_onboarding,reservar,??? agendar mesa ???,reservar,no,comando/intencion global
163,A_onboarding,reservar,??? agendar mesa !!,reservar,no,comando/intencion global
164,A_onboarding,pedido,me gustaria pedir gracias,pedido,no,comando/intencion global
165,A_onboarding,pedido,buenas voy a pedir porfa,pedido,no,comando/intencion global
166,A_onboarding,pedido,porfa hacer pedido,pedido,no,comando/intencion global
167,A_onboarding,inicio,oye empezar de nuevo ???,inicio,no,comando/intencion global
168,A_onboarding,reservar,porfa reservar mesa porfa,reservar,no,comando/intencion global
169,A_onboarding,saludo,oye buenos dias gracias,saludo,no,saludo puro
170,A_onboarding,inicio,👋 menu principal,inicio,no,comando/intencion global
171,A_onboarding,saludo,please hola gracias,saludo,no,saludo puro
172,A_onboarding,reservar,buenas quiero reservar gracias 513,reservar,no,comando/intencion global
173,A_onboarding,inicio,buenas volver al inicio,inicio,no,comando/intencion global
174,A_onboarding,reservar,please agendar mesa porfa,reservar,no,comando/intencion global
175,A_onboarding,reservar,necesito reservar plis,reservar,no,comando/intencion global
176,A_onboarding,reservar,porfa agendar mesa ???,reservar,no,comando/intencion global
177,A_onboarding,inicio,buenas volver al inicio gracias,inicio,no,comando/intencion global
178,A_onboarding,menu,👋 muestrame el menu,menu,no,comando/intencion global
179,A_onboarding,pedido,??? me gustaria pedir plis,pedido,no,comando/intencion global
180,A_onboarding,reservar,please mesa para 2 personas,reservar,no,comando/intencion global
181,A_onboarding,menu,please muestrame el menu 919,menu,no,comando/intencion global
182,A_onboarding,saludo,hola,saludo,no,saludo puro
183,A_onboarding,saludo,porfa buenas tardes,saludo,no,saludo puro
184,A_onboarding,pedido,me gustaria pedir,pedido,no,comando/intencion global
185,A_onboarding,reservar,??? quiero reservar ???,reservar,no,comando/intencion global
186,A_onboarding,pedido,??? quiero comer gracias 551,pedido,no,comando/intencion global
187,A_onboarding,pedido,buenas quiero comer plis,pedido,no,comando/intencion global
188,A_onboarding,menu,muestrame el menu,menu,no,comando/intencion global
189,A_onboarding,menu,precios ???,menu,no,comando/intencion global
190,A_onboarding,menu,ver la carta ???,menu,no,comando/intencion global
191,A_onboarding,reservar,👋 quiero reservar porfa,reservar,no,comando/intencion global
192,A_onboarding,menu,👋 muestrame el menu !!,menu,no,comando/intencion global
193,A_onboarding,reservar,please reservar mesa porfa,reservar,no,comando/intencion global
194,A_onboarding,pedido,👋 hacer pedido gracias 520,pedido,no,comando/intencion global
195,A_onboarding,inicio,inicio !!,inicio,no,comando/intencion global
196,A_onboarding,reservar,oye necesito reservar,reservar,no,comando/intencion global
197,A_onboarding,pedido,please voy a pedir,pedido,no,comando/intencion global
198,A_onboarding,pedido,👋 hacer pedido gracias,pedido,no,comando/intencion global
199,A_onboarding,cancelar,cancelar pedido,cancelar,no,comando/intencion global
200,A_onboarding,menu,porfa precios !!,menu,no,comando/intencion global
201,A_onboarding,reservar,oye reservar mesa 9,reservar,no,comando/intencion global
202,A_onboarding,cancelar,??? cancelar ???,cancelar,no,comando/intencion global
203,A_onboarding,saludo,👋 buenas tardes ???,saludo,no,saludo puro
204,A_onboarding,reservar,necesito reservar porfa,reservar,no,comando/intencion global
205,A_onboarding,reservar,oye necesito reservar ???,reservar,no,comando/intencion global
206,A_onboarding,inicio,oye menu principal gracias,inicio,no,comando/intencion global
207,A_onboarding,menu,??? que hay de comer porfa,menu,no,comando/intencion global
208,A_onboarding,inicio,please empezar de nuevo gracias,inicio,no,comando/intencion global
209,A_onboarding,saludo,buenas buenos dias ???,saludo,no,saludo puro
210,A_onboarding,reservar,porfa quiero reservar plis,reservar,no,comando/intencion global
211,A_onboarding,inicio,??? empezar de nuevo gracias,inicio,no,comando/intencion global
212,A_onboarding,reservar,oye mesa para 4 plis,reservar,no,comando/intencion global
213,A_onboarding,menu,porfa catalogo,menu,no,comando/intencion global
214,A_onboarding,reservar,porfa mesa para 2 personas !! 543,reservar,no,comando/intencion global
215,A_onboarding,menu,buenas que hay de comer gracias,menu,no,comando/intencion global
216,A_onboarding,inicio,??? empezar de nuevo plis,inicio,no,comando/intencion global
217,A_onboarding,reservar,??? necesito reservar ???,reservar,no,comando/intencion global
218,A_onboarding,inicio,👋 inicio,inicio,no,comando/intencion global
219,A_onboarding,menu,??? muestrame el menu 681,menu,no,comando/intencion global
220,A_onboarding,menu,porfa lista de precios,menu,no,comando/intencion global
221,A_onboarding,saludo,👋 buenas tardes gracias,saludo,no,saludo puro
222,A_onboarding,menu,oye pasame el menu plis 883,menu,no,comando/intencion global
223,A_onboarding,saludo,please buenas !!,saludo,no,saludo puro
224,A_onboarding,inicio,??? inicio plis,inicio,no,comando/intencion global
225,A_onboarding,menu,porfa lista de precios plis,menu,no,comando/intencion global
226,A_onboarding,pedido,👋 voy a pedir ???,pedido,no,comando/intencion global
227,A_onboarding,pedido,ordenar,pedido,no,comando/intencion global
228,A_onboarding,pedido,oye quiero comer !!,pedido,no,comando/intencion global
229,A_onboarding,menu,lista de precios !!,menu,no,comando/intencion global
230,A_onboarding,menu,👋 que hay de comer,menu,no,comando/intencion global
231,A_onboarding,inicio,oye volver al inicio ???,inicio,no,comando/intencion global
232,A_onboarding,cancelar,porfa cancelar porfa,cancelar,no,comando/intencion global
233,A_onboarding,inicio,please inicio gracias 433,inicio,no,comando/intencion global
234,A_onboarding,inicio,inicio gracias 37,inicio,no,comando/intencion global
235,A_onboarding,menu,que me recomiendan !!,menu,no,comando/intencion global
236,A_onboarding,menu,please muestrame el menu gracias,menu,no,comando/intencion global
237,A_onboarding,cancelar,??? ya no quiero el pedido,cancelar,no,comando/intencion global
238,A_onboarding,menu,porfa ver el menu porfa,menu,no,comando/intencion global
239,A_onboarding,pedido,buenas quiero hacer un pedido plis,pedido,no,comando/intencion global
240,A_onboarding,inicio,oye menu principal ??? 984,inicio,no,comando/intencion global
241,A_onboarding,menu,please ver el menu ???,menu,no,comando/intencion global
242,A_onboarding,pedido,please voy a pedir ???,pedido,no,comando/intencion global
243,A_onboarding,inicio,menu principal porfa,inicio,no,comando/intencion global
244,A_onboarding,inicio,porfa empezar de nuevo porfa,inicio,no,comando/intencion global
245,A_onboarding,saludo,👋 hola gracias,saludo,no,saludo puro
246,A_onboarding,pedido,tengo hambre porfa,pedido,no,comando/intencion global
247,A_onboarding,pedido,oye ordenar gracias,pedido,no,comando/intencion global
248,A_onboarding,menu,please que tienen,menu,no,comando/intencion global
249,A_onboarding,inicio,buenas menu principal !!,inicio,no,comando/intencion global
250,A_onboarding,saludo,buenas buenos dias !!,saludo,no,saludo puro
251,A_onboarding,pedido,??? hacer pedido porfa,pedido,no,comando/intencion global
252,A_onboarding,menu,porfa que me recomiendan 269,menu,no,comando/intencion global
253,A_onboarding,menu,??? pasame el menu porfa,menu,no,comando/intencion global
254,A_onboarding,reservar,oye necesito reservar porfa 658,reservar,no,comando/intencion global
255,A_onboarding,menu,??? pasame el menu gracias,menu,no,comando/intencion global
256,A_onboarding,pedido,👋 quiero ordenar porfa,pedido,no,comando/intencion global
257,A_onboarding,menu,oye ver el menu gracias,menu,no,comando/intencion global
258,A_onboarding,pedido,👋 quiero ordenar ???,pedido,no,comando/intencion global
259,A_onboarding,menu,👋 que hay de comer ???,menu,no,comando/intencion global
260,A_onboarding,reservar,??? quiero reservar,reservar,no,comando/intencion global
261,A_onboarding,menu,porfa que me recomiendan porfa 305,menu,no,comando/intencion global
262,A_onboarding,menu,??? ver el menu !!,menu,no,comando/intencion global
263,A_onboarding,pedido,porfa quiero hacer un pedido porfa 727,pedido,no,comando/intencion global
264,A_onboarding,menu,porfa ver la carta ??? 131,menu,no,comando/intencion global
265,A_onboarding,reservar,please agendar mesa gracias,reservar,no,comando/intencion global
266,A_onboarding,saludo,oye hey que tal porfa,saludo,no,saludo puro
267,A_onboarding,reservar,please quiero reservar gracias,reservar,no,comando/intencion global
268,A_onboarding,saludo,porfa hey que tal ???,saludo,no,saludo puro
269,A_onboarding,pedido,buenas quiero comer plis 138,pedido,no,comando/intencion global
270,A_onboarding,inicio,porfa volver al inicio,inicio,no,comando/intencion global
271,A_onboarding,saludo,??? hola ??? 882,saludo,no,saludo puro
272,A_onboarding,pedido,porfa quiero ordenar plis,pedido,no,comando/intencion global
273,A_onboarding,pedido,please quiero hacer un pedido ???,pedido,no,comando/intencion global
274,A_onboarding,menu,please lista de precios,menu,no,comando/intencion global
275,A_onboarding,inicio,oye inicio gracias 162,inicio,no,comando/intencion global
276,A_onboarding,pedido,??? me gustaria pedir ???,pedido,no,comando/intencion global
277,A_onboarding,inicio,please empezar de nuevo !!,inicio,no,comando/intencion global
278,A_onboarding,pedido,oye me gustaria pedir ???,pedido,no,comando/intencion global
279,A_onboarding,cancelar,👋 anular pedido gracias,cancelar,no,comando/intencion global
280,A_onboarding,pedido,??? quiero hacer un pedido !!,pedido,no,comando/intencion global
281,A_onboarding,inicio,please reiniciar gracias 405,inicio,no,comando/intencion global
282,A_onboarding,menu,please ver el menu gracias 703,menu,no,comando/intencion global
283,A_onboarding,inicio,👋 empezar de nuevo porfa,inicio,no,comando/intencion global
284,A_onboarding,menu,porfa catalogo !! 645,menu,no,comando/intencion global
285,A_onboarding,menu,??? que tienen porfa,menu,no,comando/intencion global
286,A_onboarding,reservar,please quiero reservar !!,reservar,no,comando/intencion global
287,A_onboarding,inicio,menu principal ???,inicio,no,comando/intencion global
288,A_onboarding,saludo,please buenos dias gracias,saludo,no,saludo puro
289,A_onboarding,pedido,👋 quiero ordenar gracias,pedido,no,comando/intencion global
290,A_onboarding,pedido,👋 ordenar gracias,pedido,no,comando/intencion global
291,A_onboarding,pedido,??? quiero ordenar,pedido,no,comando/intencion global
292,A_onboarding,menu,👋 que hay de comer plis,menu,no,comando/intencion global
293,A_onboarding,cancelar,please cancelar !!,cancelar,no,comando/intencion global
294,A_onboarding,inicio,porfa menu principal,inicio,no,comando/intencion global
295,A_onboarding,menu,please muestrame el menu !!,menu,no,comando/intencion global
296,A_onboarding,pedido,oye hacer pedido !!,pedido,no,comando/intencion global
297,A_onboarding,pedido,porfa ordenar porfa,pedido,no,comando/intencion global
298,A_onboarding,menu,buenas que me recomiendan,menu,no,comando/intencion global
299,A_onboarding,reservar,porfa mesa para 4 ???,reservar,no,comando/intencion global
300,A_onboarding,saludo,porfa hey que tal gracias,saludo,no,saludo puro
301,A_onboarding,cancelar,please cancelar ???,cancelar,no,comando/intencion global
302,A_onboarding,cancelar,??? anular pedido ??? 610,cancelar,no,comando/intencion global
303,A_onboarding,inicio,??? empezar de nuevo ???,inicio,no,comando/intencion global
304,A_onboarding,menu,buenas que tienen gracias,menu,no,comando/intencion global
305,A_onboarding,menu,??? que hay de comer gracias,menu,no,comando/intencion global
306,A_onboarding,saludo,porfa buenos dias ???,saludo,no,saludo puro
307,A_onboarding,menu,👋 ver la carta ???,menu,no,comando/intencion global
308,A_onboarding,pedido,me gustaria pedir plis,pedido,no,comando/intencion global
309,A_onboarding,reservar,quiero reservar gracias 499,reservar,no,comando/intencion global
310,A_onboarding,pedido,please hacer pedido gracias 776,pedido,no,comando/intencion global
311,A_onboarding,reservar,buenas agendar mesa !!,reservar,no,comando/intencion global
312,A_onboarding,pedido,buenas voy a pedir gracias 331,pedido,no,comando/intencion global
313,A_onboarding,reservar,buenas mesa para 2 personas gracias 699,reservar,no,comando/intencion global
314,A_onboarding,cancelar,porfa cancelar ???,cancelar,no,comando/intencion global
315,A_onboarding,menu,buenas muestrame el menu plis,menu,no,comando/intencion global
316,A_onboarding,saludo,oye buenas tardes gracias,saludo,no,saludo puro
317,A_onboarding,pedido,please tengo hambre ???,pedido,no,comando/intencion global
318,A_onboarding,pedido,👋 hacer pedido 170,pedido,no,comando/intencion global
319,A_onboarding,menu,oye que tienen !!,menu,no,comando/intencion global
320,A_onboarding,saludo,please buenas plis,saludo,no,saludo puro
321,A_onboarding,inicio,buenas reiniciar porfa,inicio,no,comando/intencion global
322,A_onboarding,menu,??? ver el menu plis,menu,no,comando/intencion global
323,A_onboarding,pedido,👋 ordenar ???,pedido,no,comando/intencion global
324,A_onboarding,saludo,buenas hola !!,saludo,no,saludo puro
325,A_onboarding,inicio,buenas inicio gracias,inicio,no,comando/intencion global
326,A_onboarding,menu,👋 precios porfa 419,menu,no,comando/intencion global
327,A_onboarding,menu,que hay de comer porfa 320,menu,no,comando/intencion global
328,A_onboarding,pedido,??? quiero comer porfa,pedido,no,comando/intencion global
329,A_onboarding,reservar,??? mesa para 2 personas,reservar,no,comando/intencion global
330,A_onboarding,inicio,oye reiniciar !! 282,inicio,no,comando/intencion global
331,A_onboarding,menu,oye que hay de comer gracias,menu,no,comando/intencion global
332,A_onboarding,menu,??? precios porfa,menu,no,comando/intencion global
333,A_onboarding,menu,👋 que me recomiendan,menu,no,comando/intencion global
334,A_onboarding,reservar,please quiero reservar porfa,reservar,no,comando/intencion global
335,A_onboarding,menu,buenas ver el menu plis,menu,no,comando/intencion global
336,A_onboarding,menu,👋 ver la carta plis 520,menu,no,comando/intencion global
337,A_onboarding,menu,pasame el menu porfa,menu,no,comando/intencion global
338,A_onboarding,saludo,please hola !!,saludo,no,saludo puro
339,A_onboarding,pedido,please hacer pedido porfa,pedido,no,comando/intencion global
340,A_onboarding,cancelar,porfa cancelar,cancelar,no,comando/intencion global
341,A_onboarding,cancelar,oye cancelar,cancelar,no,comando/intencion global
342,A_onboarding,reservar,??? agendar mesa porfa 115,reservar,no,comando/intencion global
343,A_onboarding,menu,porfa precios ??? 341,menu,no,comando/intencion global
344,A_onboarding,reservar,porfa quiero reservar porfa 54,reservar,no,comando/intencion global
345,A_onboarding,pedido,quiero comer ???,pedido,no,comando/intencion global
346,A_onboarding,cancelar,👋 cancelar pedido,cancelar,no,comando/intencion global
347,A_onboarding,cancelar,porfa cancelar !!,cancelar,no,comando/intencion global
348,A_onboarding,reservar,porfa necesito reservar !!,reservar,no,comando/intencion global
349,A_onboarding,reservar,porfa reservar mesa plis,reservar,no,comando/intencion global
350,A_onboarding,inicio,reiniciar ???,inicio,no,comando/intencion global
351,A_onboarding,inicio,👋 reiniciar plis 863,inicio,no,comando/intencion global
352,A_onboarding,menu,please pasame el menu,menu,no,comando/intencion global
353,A_onboarding,menu,??? que tienen plis 269,menu,no,comando/intencion global
354,A_onboarding,pedido,??? voy a pedir !!,pedido,no,comando/intencion global
355,A_onboarding,reservar,please mesa para 4 plis,reservar,no,comando/intencion global
356,A_onboarding,reservar,??? reservar mesa porfa,reservar,no,comando/intencion global
357,A_onboarding,pedido,please quiero hacer un pedido,pedido,no,comando/intencion global
358,A_onboarding,reservar,please agendar mesa ???,reservar,no,comando/intencion global
359,A_onboarding,menu,please lista de precios gracias 573,menu,no,comando/intencion global
360,A_onboarding,pedido,please ordenar plis,pedido,no,comando/intencion global
361,B_pedido_nl,pedido_producto,me traes me traes un par de hawaiiana y 1 cocacola gracias,pedido_con_productos,si,pedido multi-item menu real
362,B_pedido_nl,pedido_producto,oye 1 coca,pedido_con_productos,si,pedido multi-item menu real
363,B_pedido_nl,pedido_producto,porfa oye 2 hawaiana ; 1×coca cola porfa para llevar,pedido_con_productos,si,pedido multi-item menu real
364,B_pedido_nl,pedido_producto,buenas 1×hawaiiana | par de de refresco plis porfa,pedido_con_productos,si,pedido multi-item menu real
365,B_pedido_nl,pedido_producto,hola par de soda,pedido_con_productos,si,pedido multi-item menu real
366,B_pedido_nl,pedido_producto,dame quiero 2 hawaiano ; un coca kola gracias porfa,pedido_con_productos,si,pedido multi-item menu real
367,B_pedido_nl,pedido_producto,oye 1×pizza hawaiana para llevar,pedido_con_productos,si,pedido multi-item menu real
